mc_max_drawdown_R,mc_worst_streak,mc_final_R
-6.129500000000001,5.0,18.395999999999997
-5.713500000000001,7.0,18.39599999999999
-15.258500000000005,14.0,18.395999999999994
-7.999000000000002,7.0,18.395999999999994
-4.222000000000001,4.0,18.395999999999994
-6.801000000000002,7.0,18.395999999999994
-9.178999999999984,4.0,18.395999999999997
-6.494000000000001,8.0,18.395999999999994
-6.761500000000002,5.0,18.395999999999994
-6.079999999999995,5.0,18.396
-5.064999999999998,5.0,18.395999999999994
-10.365500000000004,6.0,18.395999999999994
-4.807500000000001,5.0,18.395999999999997
-6.0054999999999925,6.0,18.395999999999997
-10.9105,11.0,18.396
-9.121500000000003,8.0,18.395999999999994
-4.713500000000001,6.0,18.395999999999994
-6.788500000000002,7.0,18.39599999999999
-8.042500000000002,7.0,18.395999999999994
-8.414500000000002,8.0,18.395999999999994
-8.13,10.0,18.396
-11.198500000000003,5.0,18.395999999999994
